# File: EPA_SF6_EPS.csv
# Title: EPA SF6 emissions from electric power systems
# Description: Sector Industrial Processes Electric Power Systems
# Units: MtCO2e
Country,1990,1995,2000,2005,2010,2015,2020,2025,2030,Rest_of_Region,Main_Region,Secondary_Region
Burma,0.00370225,0.003187695,0.004455447,0.012796582,0.01504215,0.018378069,0.022074185,0.02628794,0.031274343,,Non-OECD Asia,
Burundi,0,0,0,0,0,0,0,0,0,Africa,,
Cambodia,0.000303802,0.000279551,0.00051933,0.002466062,0.002898811,0.003541685,0.004253973,0.005066016,0.006026958,,Non-OECD Asia,
Cameroon,0.004959819,0.002989567,0.003619123,0.011560098,0.013287631,0.015402057,0.01755635,0.019722799,0.021746957,Africa,,
Canada,0.207355314,0.207355314,0.203859892,0.167897152,0.167897152,0.167897152,0.167897152,0.167897152,0.167897152,,OECD,
Cape Verde,0,0,0,0,0,0,0,0,0,Africa,,
Central African Republic,0,0,0,0,0,0,0,0,0,Africa,,
Chad,0,0,0,0,0,0,0,0,0,Africa,,
Chile,0.037656622,0.033133575,0.051328693,0.158283881,0.175539915,0.185227152,0.196753135,0.208027995,0.218706081,,OECD,
China,1.388249783,1.37137971,1.86201238,8.411045112,12.81852867,15.55075858,18.91872764,22.68863091,26.33623896,,Non-OECD Asia,
Colombia,0.0600452,0.045284542,0.044963191,0.134545444,0.149213524,0.157447929,0.167245317,0.176829243,0.185905896,,Central and South America,
Comoros,0,0,0,0,0,0,0,0,0,Africa,,
Congo (Brazzaville),0,0,0,0,0,0,0,0,0,Africa,,
Congo (Kinshasa),0.009437108,0.006078198,0.006074138,0.018219156,0.020941815,0.02427423,0.027669478,0.031083886,0.034274035,,Africa,
Cook Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Costa Rica,0.00705648,0.005775577,0.007880328,0.025164885,0.027908349,0.029448482,0.031280949,0.033073492,0.034771155,Central and South America,,
Cote d'Ivoire,0.003964866,0.003418393,0.003592145,0.01002658,0.011524946,0.01335888,0.015227392,0.01710645,0.01886209,Africa,,
Croatia,0.010954242,0.011657201,0.012182762,0.013656209,0.013656209,0.013656209,0.013656209,0.013656209,0.013656209,,Non-OECD Europe & Eurasia,
Cuba,0.025554919,0.01258115,0.01587801,0.041643291,0.046183223,0.048731862,0.051764261,0.054730591,0.057539915,Central and South America,,
Cyprus,0.00478,0.00478,0.00478,0.00717,0.00478,0.00478,0.00478,0.00478,0.00478,Non-OECD Europe & Eurasia,,EU
Czech Republic,0.077675,0.07520135,0.099185,0.049720365,0.03925292,0.034019197,0.031402336,0.0270409,0.023115608,,OECD,EU
Denmark,0.001434,0.004061682,0.011293764,0.012658457,0.010126765,0.008438971,0.006751177,0.005063383,0.003375588,,OECD,EU
Djibouti,0,0,0,0,0,0,0,0,0,Africa,,
Dominica,0,0,0,0,0,0,0,0,0,Central and South America,,
Dominican Republic,0.005527754,0.004919283,0.007802091,0.039439723,0.043739423,0.0461532,0.049025139,0.051834505,0.054495172,Central and South America,,
Ecuador,0.010214281,0.008246753,0.010541725,0.038956182,0.043203166,0.045587349,0.048424077,0.051199,0.053827047,,Central and South America,OPEC
Egypt,0.079427568,0.063972389,0.081950281,0.308855274,0.348178039,0.386785816,0.429601119,0.478932773,0.537199267,,Africa,
El Salvador,0.003507957,0.003771224,0.005357867,0.014661153,0.016259505,0.017156792,0.018224394,0.019268736,0.020257801,Central and South America,,
Equatorial Guinea,0,0,0,0,0,0,0,0,0,Africa,,
Eritrea,0,0,0,0,0,0,0,0,0,Africa,,
Estonia,0.000227302,0.000227302,0.000461093,0.000714084,0.000357042,0.000357042,0.000357042,0.000357042,0.000357042,,Non-OECD Europe & Eurasia,EU
Ethiopia,0,0,0,0,0,0,0,0,0,,Africa,
Fiji,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Finland,0.086518,0.05752013,0.0318587,0.016969,0.01272675,0.009898583,0.0084845,0.006127694,0.004006569,,OECD,EU
France,0.897503325,0.996789528,0.557880111,0.464429648,0.365692636,0.292554109,0.255984845,0.195036073,0.140182177,,OECD,EU
Gabon,0,0,0,0,0,0,0,0,0,Africa,,
Gambia,0,0,0,0,0,0,0,0,0,Africa,,
Georgia,0.02356458,0.007482738,0.008463056,0.023527752,0.023527752,0.023527752,0.023527752,0.023527752,0.023527752,,Non-OECD Europe & Eurasia,
Germany,1.03394029,1.148255711,1.157771448,0.76237961,0.87373843,0.753813547,0.633888665,0.513963782,0.3940389,,OECD,EU
Ghana,0.011392852,0.00763337,0.008221602,0.01930367,0.022188399,0.02571918,0.029316533,0.032934188,0.036314234,Africa,,
Greece,0.003070208,0.003585,0.0039913,0.006453,0.00483975,0.00376425,0.0032265,0.00233025,0.001523625,,OECD,EU
Grenada,0,0,0,0,0,0,0,0,0,Central and South America,,
Guatemala,0.004914982,0.003862146,0.004869562,0.021956241,0.0243499,0.025693659,0.027292478,0.028856463,0.030337666,Central and South America,,
Guinea,0,0,0,0,0,0,0,0,0,Africa,,
Guinea-Bissau,0,0,0,0,0,0,0,0,0,Africa,,
Guyana,0,0,0,0,0,0,0,0,0,Central and South America,,
Haiti,0,0,0,0,0,0,0,0,0,Central and South America,,
Holy See,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Honduras,0.004231753,0.002104775,0.004242319,0.013926239,0.015444471,0.01629678,0.017310867,0.018302859,0.019242346,Central and South America,,
Hungary,0.0398652,0.0342965,0.12624458,0.1506417,0.117165767,0.1004278,0.092058817,0.078110511,0.065557036,,OECD,EU
Iceland,0.001125594,0.001457565,0.003050596,0.004227212,0,0.004227212,0.004227212,0.007045354,0.00915896,,OECD,
India,0.469457683,0.431917098,0.506372424,1.669209698,2.203823626,2.704969819,3.220402406,3.686981591,4.229601755,,Non-OECD Asia,
Indonesia,0.082075082,0.067807394,0.104637585,0.363678527,0.427497487,0.522304223,0.62734775,0.747102534,0.888815973,,Non-OECD Asia,
Iran,0.106310514,0.086487098,0.125240824,0.470392699,0.530282049,0.589082457,0.654291013,0.729424098,0.818165123,,Middle East,OPEC
Iraq,0.041677001,0.035527399,0.036794197,0.096497629,0.108783492,0.120845967,0.134223026,0.14963603,0.167840604,,Middle East,OPEC
Ireland,0.02151,0.02629,0.00778662,0.0235176,0.019241673,0.014965745,0.012827782,0.009264509,0.006057564,,OECD,EU
Israel,0.038843734,0.036063432,0.049948759,0.149448886,0.168476385,0.187157915,0.207875384,0.231745983,0.259939974,,OECD,
Italy,0.213423292,0.481954699,0.300440112,0.319143529,0.252275361,0.200604504,0.176288807,0.133736336,0.095743059,,OECD,EU
Jamaica,0.004379074,0.006581661,0.007707667,0.021180192,0.023489246,0.024785509,0.026327817,0.027836523,0.029265372,Central and South America,,
Japan,11.0357772,11.004994,3.05007,0.942811,0.942811,0.942811,0.942811,0.942811,0.942811,,OECD,
Jordan,0.006659355,0.007269682,0.008834006,0.030760152,0.034676466,0.038521571,0.042785721,0.047698861,0.053501858,,Middle East,
Kazakhstan,0.193118644,0.079431828,0.060379874,0.182170835,0.182170835,0.182170835,0.182170835,0.182170835,0.182170835,,Non-OECD Europe & Eurasia,
Kenya,0.006111872,0.004780864,0.00441498,0.016383597,0.018831952,0.02182863,0.024881811,0.027952222,0.030820967,Africa,,
Kiribati,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Kuwait,0.038700682,0.026722901,0.036860293,0.125316707,0.141271751,0.156936691,0.174308818,0.194324925,0.217966306,,Middle East,OPEC
Kyrgyzstan,0.019850357,0.010848206,0.010942352,0.033119144,0.033119144,0.033119144,0.033119144,0.033119144,0.033119144,,Non-OECD Europe & Eurasia,
Laos,0.000623169,0.000455817,0.000951615,0.004120292,0.004843329,0.005917441,0.00710753,0.008464291,0.010069832,,Non-OECD Asia,
Latvia,0.000251179,0.000251179,0.001275065,0.007530183,0.007530183,0.007530183,0.003765091,0.002510061,0.000627515,,Non-OECD Europe & Eurasia,EU
Lebanon,0.005796776,0.005980491,0.009991371,0.029140288,0.032850364,0.036492982,0.040532577,0.045186985,0.05068439,Middle East,,
Lesotho,0,0,0,0,0,0,0,0,0,Africa,,
Liberia,0,0,0,0,0,0,0,0,0,Africa,,
Libya,0.026942729,0.01936094,0.01480293,0.063295592,0.072754447,0.084331667,0.096127177,0.107989251,0.119072222,Africa,,OPEC
Liechtenstein,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,#REF!,
Lithuania,0.000048278,0.000048278,0.000222413,0.001379962,0.001034972,0.001034972,0.000689981,0.000574984,0.000402489,,Non-OECD Europe & Eurasia,EU
Luxembourg,0.000551546,0.000551546,0.000737554,0.000926856,0.000463428,0.000463428,0.000463428,0.000463428,0.000463428,,OECD,EU
Macedonia,0.013312151,0.006924993,0.007486446,0.020885542,0.020885542,0.020885542,0.020885542,0.020885542,0.020885542,,Non-OECD Europe & Eurasia,
Madagascar,0,0,0,0,0,0,0,0,0,Africa,,
Malawi,0,0,0,0,0,0,0,0,0,Africa,,
Malaysia,0.047719312,0.053217819,0.080911621,0.274599807,0.322787074,0.394372029,0.473686397,0.564108674,0.671111096,Non-OECD Asia,,
Maldives,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mali,0,0,0,0,0,0,0,0,0,Africa,,
Malta,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Marshall Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mauritania,0,0,0,0,0,0,0,0,0,Africa,,
Mauritius,0,0,0,0,0,0,0,0,0,Africa,,
Mexico,0.213982684,0.165622684,0.225609517,0.656181309,0.748549835,0.886613641,1.018020559,1.154994371,1.307069936,,OECD,
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Moldova,0.021672517,0.008268466,0.004977475,0.01727625,0.01727625,0.01727625,0.01727625,0.01727625,0.01727625,,Non-OECD Europe & Eurasia,
Monaco,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Mongolia,0.006371115,0.003189052,0.003169937,0.008817726,0.010365076,0.012663754,0.015210633,0.0181142,0.021550175,,Non-OECD Asia,
Montenegro,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Morocco,0.017870722,0.015475724,0.01727548,0.061952038,0.071210112,0.082541586,0.094086717,0.105696999,0.116544715,Africa,,
Mozambique,0,0,0,0,0,0,0,0,0,Africa,,
Namibia,0,0,0,0,0,0,0,0,0,Africa,,
Nauru,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Nepal,0.001639751,0.001335331,0.001926242,0.007566901,0.008894754,0.010867356,0.013052951,0.015544637,0.018493207,,Non-OECD Asia,
Netherlands,0.15535,0.12906,0.10994,0.08843,0.06931,0.05497,0.0478,0.03585,0.025095,,OECD,EU
New Zealand,0.009468069,0.011137214,0.007721897,0.016633698,0.016633698,0.016633698,0.016633698,0.016633698,0.016633698,,OECD,
Nicaragua,0.002854618,0.001648808,0.002138021,0.008085679,0.008967175,0.009462032,0.010050819,0.010626777,0.01117225,Central and South America,,
Niger,0,0,0,0,0,0,0,0,0,Africa,,
Nigeria,0.017138386,0.0107315,0.011453588,0.058301299,0.067013809,0.077677537,0.08854233,0.099468436,0.109676913,,Africa,OPEC
Niue,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
North Korea,0.070212509,0.031325993,0.021150896,0.064152152,0.075409686,0.092133401,0.110662866,0.131787366,0.156785328,,Non-OECD Asia,
Norway,0.053611876,0.086360496,0.106816737,0.054910361,0.043143855,0.043143855,0.047066024,0.048373413,0.050334498,,OECD,
Oman,0.007891301,0.007081053,0.009438318,0.033360915,0.037608352,0.04177856,0.046403243,0.051731788,0.058025427,Middle East,,
Pakistan,0.065205718,0.052724645,0.063201792,0.239670836,0.281728704,0.344208086,0.413433702,0.492354306,0.585746068,,Non-OECD Asia,
Palau,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Panama,0.004707878,0.003906928,0.005100226,0.016173478,0.017936703,0.018926547,0.020104274,0.021256341,0.02234743,Central and South America,,
Papua New Guinea,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Paraguay,0,0,0,0,0,0,0,0,0,Central and South America,,
Peru,0.024126543,0.018214238,0.023257893,0.071229128,0.078994494,0.083353835,0.088540628,0.093614414,0.098419646,,Central and South America,
Philippines,0.045234065,0.035524685,0.049550831,0.161841366,0.190241579,0.232431728,0.279177375,0.332469709,0.395533913,,Non-OECD Asia,
Poland,0.013145,0.013145,0.0162998,0.026790581,0.021919566,0.018996958,0.017048552,0.014450677,0.01201517,,OECD,EU
Portugal,0.006336195,0.005335743,0.005828481,0.00711726,0.005823213,0.004529166,0.003882142,0.002803769,0.001833234,,OECD,EU
Qatar,0.00913606,0.006995559,0.010727875,0.043218255,0.048720707,0.05412311,0.060114275,0.067017275,0.075170531,Middle East,,OPEC
Romania,0.000122142,0.000060228,0.000004302,0.000195741,0.000195741,0.000195741,0.000195741,0.000195741,0.000195741,,Non-OECD Europe & Eurasia,EU
Russia,0.009395887,0.01935422,0.029358155,0.092777812,0.092777812,0.092777812,0.092777812,0.092777812,0.092777812,,Non-OECD Europe & Eurasia,
Rwanda,0,0,0,0,0,0,0,0,0,Africa,,
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Lucia,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,Central and South America,,
Samoa,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
San Marino,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,Africa,,
Saudi Arabia,0.130057011,0.124697372,0.14769072,0.507780825,0.572430348,0.635904376,0.70629589,0.787400762,0.883195172,,Middle East,OPEC
Senegal,0,0,0,0,0,0,0,0,0,,Africa,
Serbia,0.07860749,0.042474105,0.041890376,0.106313523,0.106313523,0.106313523,0.106313523,0.106313523,0.106313523,Non-OECD Europe & Eurasia,,
Seychelles,0,0,0,0,0,0,0,0,0,Africa,,
Sierra Leone,0,0,0,0,0,0,0,0,0,Africa,,
Singapore,0.029603054,0.027216865,0.036910203,0.107988649,0.107988649,0.107988649,0.107988649,0.107988649,0.107988649,,Non-OECD Asia,
Slovakia,0.000030592,0.009908421,0.013254493,0.01661289,0.013844075,0.01107526,0.01107526,0.009229383,0.007844976,,OECD,EU
Slovenia,0.01030329,0.01152219,0.01573815,0.01884037,0.015700308,0.012560247,0.012560247,0.010466872,0.008896841,,OECD,EU
Solomon Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Somalia,0,0,0,0,0,0,0,0,0,Africa,,
South Africa,0.308977743,0.219413582,0.243792408,0.729425921,0.838430888,0.971848145,1.107781002,1.244480952,1.372202421,,Africa,
South Korea,0.206597933,0.245596217,0.319284854,1.217440257,1.364848266,1.585839982,1.772896804,1.959675294,2.153170395,,OECD,
Spain,0.06692,0.1083387,0.204597384,0.271634255,0.215434064,0.173283921,0.149867175,0.113961498,0.081178053,,OECD,EU
Sri Lanka,0.005536294,0.005251758,0.007207222,0.024425757,0.028712033,0.035079542,0.042134585,0.050177681,0.059695587,Non-OECD Asia,,
Sudan,0,0,0,0,0,0,0,0,0,Africa,,
Suriname,0.00301048,0.002000282,0.001790003,0.004880316,0.005736723,0.007008964,0.008418576,0.010025603,0.0119273,Central and South America,,
Swaziland,0,0,0,0,0,0,0,0,0,Africa,,
Sweden,0.081122814,0.094543036,0.031728292,0.02827348,0.022888055,0.017502631,0.016156274,0.012117206,0.008751315,,OECD,EU
Switzerland,0.064037262,0.068333287,0.069429501,0.102770004,0.082216003,0.087354503,0.092493004,0.097631504,0.102770004,,OECD,
Syria,0.011247666,0.013338381,0.021751161,0.085448704,0.096327843,0.107009171,0.118854564,0.132502788,0.148622948,Middle East,,
Tajikistan,0.037778359,0.018530429,0.018068639,0.047815354,0.047815354,0.047815354,0.047815354,0.047815354,0.047815354,,Non-OECD Europe & Eurasia,
Tanzania,0,0,0,0,0,0,0,0,0,Africa,,
Thailand,0.084566735,0.094504511,0.112052202,0.406344682,0.477650775,0.583580077,0.700947135,0.834751349,0.993090371,,Non-OECD Asia,
Timor-Leste,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Togo,0,0,0,0,0,0,0,0,0,Africa,,
Tonga,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Trinidad and Tobago,0.006539788,0.004931496,0.006384387,0.021572862,0.025358507,0.030982299,0.037213323,0.044316996,0.052723224,Central and South America,,
Tunisia,0.009815019,0.008404171,0.0119338,0.037284509,0.042856284,0.049675889,0.056624079,0.063611479,0.070139945,Africa,,
Turkey,0.231500391,0.210354593,0.301379,0.725365,0.725365,0.725365,0.725365,0.725365,0.725365,,OECD,
Turkmenistan,0.019449575,0.008123263,0.009244075,0.026173415,0.026173415,0.026173415,0.026173415,0.026173415,0.026173415,,Non-OECD Europe & Eurasia,
Tuvalu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Uganda,0,0,0,0,0,0,0,0,0,,Africa,
Ukraine,0.491444879,0.221014893,0.169107352,0.459927478,0.459927478,0.459927478,0.459927478,0.459927478,0.459927478,,Non-OECD Europe & Eurasia,
United Arab Emirates,0.030999405,0.028782893,0.048825118,0.181749463,0.2048894,0.227608593,0.252803754,0.281833537,0.316121131,,Middle East,OPEC
United Kingdom,0.598,0.802,0.623,0.522,0.507,0.504,0.496,0.218130435,0.155717391,,OECD,EU
United States,28.41747074,22.81681269,16.06954007,15.22351071,12.09268359,12.0984249,11.10518771,10.7786194,10.28527531,,OECD,
Uruguay,0.010850539,0.006827286,0.008724745,0.022595207,0.025058526,0.02644139,0.028086738,0.029696237,0.031220546,,Central and South America,
Uzbekistan,0.09972014,0.053566579,0.055770651,0.146153895,0.146153895,0.146153895,0.146153895,0.146153895,0.146153895,,Non-OECD Europe & Eurasia,
Vanuatu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Venezuela,0.10019561,0.076225135,0.08437562,0.246098485,0.272928026,0.287989662,0.305910167,0.323440227,0.340042428,,Central and South America,OPEC
Vietnam,0.013372083,0.01511068,0.029725912,0.15700595,0.184557635,0.225487249,0.270836252,0.322536345,0.383716347,,Non-OECD Asia,
Yemen,0.002927212,0.002325973,0.003048535,0.01176733,0.01326552,0.014736469,0.016367724,0.018247251,0.020467194,Middle East,,
Zambia,0.012917308,0.008329533,0.008286349,0.029661822,0.034094466,0.039519827,0.045047484,0.050606335,0.055800079,Africa,,
Zimbabwe,0.021239898,0.0115213,0.014043494,0.042068117,0.048354751,0.056049313,0.063888956,0.071772841,0.07913891,Africa,,
