# File: EPA_ODSS_FireExt.csv
# Title: HFC emissions from Fire Extinguishers
# Description: Sector ODS Substitutes (Industry)
# Units: MTCO2eq
Country,1990,1995,2000,2005,2010,2015,2020,2025,2030,Rest_of_Region,Main_Region
Benin,0,7.36769E-07,1.69688E-05,4.86788E-05,8.66896E-05,0.000127752,0.000160966,0.000185192,0.000207923,Africa,
Bhutan,0,1.17883E-06,2.71501E-05,7.7886E-05,0.000138703,0.000204402,0.000257546,0.000296308,0.000332677,Non-OECD Asia,
Bolivia,0,1.97227E-06,4.6342E-05,0.000135942,0.000245894,0.00037262,0.000488461,0.000581697,0.0006694,,Central and South America
Bosnia and Herzegovina,0,6.04151E-06,0.000139144,0.000399166,0.000710855,0.001047563,0.001319924,0.001518577,0.001704971,Non-OECD Europe & Eurasia,
Botswana,0,1.22304E-05,0.000281682,0.000808067,0.001439048,0.002120675,0.002672042,0.003074193,0.003451526,Africa,
Brazil,0,0.003638838,0.085501072,0.250812445,0.453674767,0.687484653,0.901211175,1.073230566,1.235042609,,Central and South America
Brunei,0,2.79972E-05,0.000644814,0.001849793,0.003294206,0.004854558,0.006116723,0.007037308,0.007901084,Non-OECD Asia,
Bulgaria,0,0.000230013,0.003061643,0.008816662,0.017128037,0.026066136,0.0341428,0.040732295,0.04569785,,Non-OECD Europe & Eurasia
Burkina Faso,0,5.01003E-06,0.000115388,0.000331016,0.00058949,0.00086871,0.001094571,0.001259308,0.001413878,Africa,
Burundi,0,0,0,0,0,0,0,0,0,Africa,
Cambodia,0,0,0,0,0,0,0,0,0,,Non-OECD Asia
Cameroon,0,1.23777E-05,0.000285076,0.000817803,0.001456386,0.002146226,0.002704235,0.003111231,0.003493111,Africa,
Canada,0,0.000741216,0.012439122,0.032318911,0.055244336,0.078029596,0.099560491,0.118694312,0.134542552,,OECD
Cape Verde,0,0,0,0,0,0,0,0,0,Africa,
Central African Republic,0,0,0,0,0,0,0,0,0,Africa,
Chad,0,0,0,0,0,0,0,0,0,Africa,
Chile,0,0.002207956,0.051879919,0.152186738,0.275278538,0.417148547,0.546832472,0.651209549,0.749393062,,OECD
China,0,0.021150545,0.491232806,1.303406717,2.243080183,3.24371492,4.010255566,4.602646202,5.160031459,,Non-OECD Asia
Colombia,0,0.000373745,0.008781817,0.025760953,0.046596948,0.070611567,0.092563424,0.11023154,0.12685126,,Central and South America
Comoros,0,0,0,0,0,0,0,0,0,Africa,
Congo (Brazzaville),0,9.2833E-06,0.000213807,0.000613352,0.001092289,0.001609669,0.002028177,0.002333423,0.002619833,Africa,
Cook Islands,0,1.47354E-06,3.39376E-05,9.73575E-05,0.000173379,0.000255503,0.000321933,0.000370385,0.000415847,Non-OECD Asia,
Costa Rica,0,2.85979E-05,0.00067196,0.001971155,0.003565466,0.005402996,0.007082689,0.008434603,0.009706297,Central and South America,
Côte d'Ivoire,0,0.000736769,0.016968799,0.048678763,0.086689633,0.127751536,0.160966391,0.185192328,0.207923275,Africa,
Croatia,0,0.00151159,0.020120407,0.05794105,0.112561478,0.171300583,0.224378538,0.267683167,0.300315642,,Non-OECD Europe & Eurasia
Cuba,0,3.74731E-05,0.000880499,0.002582892,0.004671989,0.007079788,0.009280765,0.011052239,0.012718596,Central and South America,
Cyprus,0,2.26016E-05,0.000520546,0.001493303,0.00265935,0.003918993,0.004937914,0.005681086,0.006378396,Non-OECD Europe & Eurasia,
Czech Republic,0,0.000528454,0.007034125,0.02025628,0.039351666,0.059886948,0.078443082,0.093582447,0.104990811,,OECD
Congo (Kinshasa),0,1.9156E-05,0.000441189,0.001265648,0.00225393,0.00332154,0.004185126,0.004815001,0.005406005,,Africa
Denmark,0,0,0.001479279,0.013232265,0.040192708,0.069003097,0.10434499,0.134891922,0.151763145,,OECD
Djibouti,0,0,0,0,0,0,0,0,0,Africa,
Dominica,0,0,0,0,0,0,0,0,0,Central and South America,
Dominican Republic,0,6.01542E-05,0.001413432,0.004146222,0.007499773,0.011364922,0.014898071,0.017741752,0.020416694,Central and South America,
Ecuador,0,0.000443761,0.01042696,0.030586883,0.055326191,0.083839592,0.109903802,0.130881776,0.150614952,,Central and South America
Egypt,0,0.003094432,0.071268957,0.204450805,0.364096457,0.536556451,0.676058841,0.777807778,0.873277755,,Africa
El Salvador,0,3.6487E-05,0.000857328,0.002514922,0.004549042,0.006893478,0.009036535,0.01076139,0.012383896,Central and South America,
Equatorial Guinea,0,7.36769E-06,0.000169688,0.000486788,0.000866896,0.001277515,0.001609664,0.001851923,0.002079233,Africa,
Eritrea,0,4.42062E-07,1.01813E-05,2.92073E-05,5.20138E-05,7.66509E-05,9.65798E-05,0.000111115,0.000124754,Africa,
Estonia,0,0,0.000194331,0.001641364,0.004806914,0.009413494,0.015213631,0.020613322,0.024644469,,Non-OECD Europe & Eurasia
Ethiopia,0,2.21031E-05,0.000509064,0.001460363,0.002600689,0.003832546,0.004828992,0.00555577,0.006237698,,Africa
Fiji,0,5.45209E-06,0.000125569,0.000360223,0.000641503,0.000945361,0.001191151,0.001370423,0.001538632,Non-OECD Asia,
Finland,0,0,0.001263812,0.011304899,0.034338377,0.058952343,0.089146459,0.11524403,0.129657849,,OECD
France,0,0,0.012441221,0.19054712,0.63119979,1.112008849,1.675137794,2.149270729,2.407817519,,OECD
Gabon,0,0,0,0,0,0,0,0,0,Africa,
Gambia,0,2.21031E-06,5.09064E-05,0.000146036,0.000260069,0.000383255,0.000482899,0.000555577,0.00062377,Africa,
Georgia,0,0,6.93502E-05,0.000585747,0.001715426,0.003359359,0.005429232,0.0073562,0.00879478,,Non-OECD Europe & Eurasia
Germany,0,0,0.01879291,0.168104087,0.510612403,0.876622607,1.325609746,1.713681193,1.928014979,,OECD
Ghana,0,6.63093E-06,0.000152719,0.000438109,0.000780207,0.001149764,0.001448698,0.001666731,0.001871309,Africa,
Greece,0,0,0.000862788,0.013214285,0.043773183,0.077116893,0.116169419,0.149050145,0.166980151,,OECD
Grenada,0,0,0,0,0,0,0,0,0,Central and South America,
Guatemala,0,2.07088E-05,0.000486591,0.001427388,0.002581889,0.003912514,0.005128844,0.006107816,0.007028698,Central and South America,
Guinea,0,1.97454E-05,0.000454764,0.001304591,0.002323282,0.003423741,0.004313899,0.004963154,0.005572344,Africa,
Guinea-Bissau,0,0,0,0,0,0,0,0,0,Africa,
Guyana,0,1.47354E-07,3.39376E-06,9.73575E-06,1.73379E-05,2.55503E-05,3.21933E-05,3.70385E-05,4.15847E-05,Central and South America,
Haiti,0,1.4792E-05,0.000347565,0.001019563,0.001844206,0.002794653,0.00366346,0.004362726,0.005020498,Central and South America,
Honduras,0,0,0,0,0,0,0,0,0,Central and South America,
Hungary,0,0.007475415,0.099503403,0.286541508,0.556661217,0.847149422,1.109640992,1.323799582,1.485180132,,OECD
Iceland,0,0,0.000109109,0.00097599,0.002964548,0.005089555,0.007696314,0.009949406,0.011193799,,OECD
India,0,0.000279972,0.006448144,0.01849793,0.03294206,0.048545584,0.061167229,0.070373085,0.079010845,,Non-OECD Asia
Indonesia,0,0.000459155,0.010574956,0.030336605,0.054024979,0.079614757,0.100314255,0.115411859,0.129577785,,Non-OECD Asia
Iran,0,0.004479558,0.103170299,0.29596688,0.527072966,0.776729339,0.978675656,1.125969355,1.264173512,,Middle East
Ireland,0,0,0.001366159,0.010713565,0.031546712,0.053622533,0.081206759,0.105288051,0.118652653,,OECD
Israel,0,0.003774788,0.08693848,0.249402308,0.444148393,0.654526243,0.824700276,0.948820206,1.065280655,,OECD
Italy,0,0,0.011384852,0.174367989,0.577605362,1.017589493,1.532903825,1.966778693,2.203372582,,OECD
Jamaica,0,0.000140031,0.003290285,0.009651861,0.017458487,0.026456049,0.034680755,0.041300472,0.047527385,Central and South America,
Japan,0,0.007050182,0.189127261,0.60750819,1.27945013,2.163984861,3.11319887,3.981984688,4.676164514,,OECD
Jordan,0,0.00035807,0.008246836,0.023657879,0.042131161,0.062087246,0.078229666,0.090003471,0.101050712,,Middle East
Kazakhstan,0,0,0.001625749,0.013731439,0.040214032,0.078752092,0.1272753,0.172448424,0.206172481,,Non-OECD Europe & Eurasia
Kenya,0,3.68385E-05,0.00084844,0.002433938,0.004334482,0.006387577,0.00804832,0.009259616,0.010396164,Africa,
Kiribati,0,0,0,0,0,0,0,0,0,Non-OECD Asia,
Kuwait,0,0.00078628,0.018109103,0.051949976,0.092515176,0.136336439,0.171783332,0.197637253,0.221895719,,Middle East
Kyrgyzstan,0,0,3.82622E-06,3.23171E-05,9.46442E-05,0.000185344,0.000299544,0.000405859,0.000485229,,Non-OECD Europe & Eurasia
Laos,0,0,0,0,0,0,0,0,0,,Non-OECD Asia
Latvia,0,0,9.14148E-05,0.00077211,0.002261208,0.004428177,0.007156605,0.009696659,0.01159294,,Non-OECD Europe & Eurasia
Lebanon,0,6.63093E-06,0.000152719,0.000438109,0.000780207,0.001149764,0.001448698,0.001666731,0.001871309,Middle East,
Lesotho,0,5.30474E-06,0.000122175,0.000350487,0.000624165,0.000919811,0.001158958,0.001333385,0.001497048,Africa,
Liberia,0,2.8734E-05,0.000661783,0.001898472,0.003380896,0.00498231,0.006277689,0.007222501,0.008109008,Africa,
Libya,0,0.000665745,0.015333007,0.04398613,0.078332752,0.115436288,0.145449231,0.167339788,0.187879471,Africa,
Liechtenstein,0,0,7.77279E-06,0.000119046,0.000394349,0.00069474,0.001046561,0.001342781,0.001504311,,Non-OECD Europe & Eurasia
Lithuania,0,0,5.91507E-05,0.0004996,0.001463135,0.002865291,0.004630744,0.006274309,0.007501314,,Non-OECD Europe & Eurasia
Luxembourg,0,0,0.000107198,0.001641823,0.005438646,0.009581472,0.014433595,0.018518896,0.020746629,,OECD
Macedonia,0,6.33622E-05,0.001459317,0.004186374,0.007455308,0.010986632,0.01384311,0.01592654,0.017881402,,Non-OECD Europe & Eurasia
Madagascar,0,0,0,0,0,0,0,0,0,Africa,
Malawi,0,5.30474E-06,0.000122175,0.000350487,0.000624165,0.000919811,0.001158958,0.001333385,0.001497048,Africa,
Malaysia,0,0.001971595,0.045408507,0.13026437,0.231981457,0.34186311,0.430746062,0.49557467,0.556402684,Non-OECD Asia,
Maldives,0,1.47354E-06,3.39376E-05,9.73575E-05,0.000173379,0.000255503,0.000321933,0.000370385,0.000415847,Non-OECD Asia,
Mali,0,8.39917E-06,0.000193444,0.000554938,0.000988262,0.001456368,0.001835017,0.002111193,0.002370325,Africa,
Malta,0,2.07182E-05,0.000477168,0.001368861,0.002437738,0.00359241,0.004526421,0.005207662,0.005846863,Non-OECD Europe & Eurasia,
Marshall Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,
Mauritania,0,0,0,0,0,0,0,0,0,Africa,
Mauritius,0,3.38914E-06,7.80565E-05,0.000223922,0.000398772,0.000587657,0.000740445,0.000851885,0.000956447,Africa,
Mexico,0,0.008804213,0.206870886,0.606843768,1.097671632,1.663377503,2.180491428,2.596694442,2.988200653,,OECD
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,Non-OECD Asia,
Moldova,0,6.47824E-06,8.62303E-05,0.000248319,0.000482406,0.000734145,0.000961622,0.001147214,0.001287067,,Non-OECD Europe & Eurasia
Monaco,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia
Mongolia,0,0,0,0,0,0,0,0,0,,Non-OECD Asia
Montenegro,0,1.69457E-05,0.000390282,0.001119612,0.001993862,0.002938285,0.003702227,0.004259424,0.004782235,Non-OECD Europe & Eurasia,
Morocco,0,1.47354E-05,0.000339376,0.000973575,0.001733793,0.002555031,0.003219328,0.003703847,0.004158466,Africa,
Mozambique,0,4.42062E-05,0.001018128,0.002920726,0.005201378,0.007665092,0.009657983,0.01111154,0.012475397,Africa,
Burma,0,4.0817E-05,0.000940071,0.002696803,0.004802606,0.007077435,0.008917538,0.010259655,0.011518949,,Non-OECD Asia
Namibia,0,1.09042E-05,0.000251138,0.000720446,0.001283007,0.001890723,0.002382303,0.002740846,0.003077264,Africa,
Nauru,0,0,0,0,0,0,0,0,0,Non-OECD Asia,
Nepal,0,4.42062E-06,0.000101813,0.000292073,0.000520138,0.000766509,0.000965798,0.001111154,0.00124754,,Non-OECD Asia
Netherlands,0,0,0.003250746,0.029078184,0.088324333,0.151635774,0.229300338,0.296427873,0.333502744,,OECD
New Zealand,0,0.012801828,0.163819248,0.382194462,0.625965223,0.88031168,1.044635434,1.182510486,1.323526085,,OECD
Nicaragua,0,0,0,0,0,0,0,0,0,Central and South America,
Niger,0,2.94708E-07,6.78752E-06,1.94715E-05,3.46759E-05,5.11006E-05,6.43866E-05,7.40769E-05,8.31693E-05,Africa,
Nigeria,0,2.94708E-05,0.000678752,0.001947151,0.003467585,0.005110061,0.006438656,0.007407693,0.008316931,,Africa
Niue,0,0,0,0,0,0,0,0,0,Non-OECD Asia,
North Korea,0,0.000427326,0.009841904,0.028233683,0.050279987,0.074095891,0.093360507,0.10741155,0.1205955,,Non-OECD Asia
Norway,0,0,0.001243702,0.01112501,0.03379197,0.058014269,0.087727922,0.113410218,0.127594678,,OECD
Oman,0,0.000602235,0.013870296,0.039790021,0.070860106,0.104424106,0.131573928,0.151376209,0.169956485,Middle East,
Pakistan,0,0.000384888,0.008864501,0.025429786,0.045286664,0.066737402,0.084088843,0.096744472,0.108619119,,Non-OECD Asia
Palau,0,0,0,0,0,0,0,0,0,Non-OECD Asia,
Panama,0,0.000141017,0.003313456,0.009719832,0.017581434,0.026642359,0.034924986,0.04159132,0.047862085,Central and South America,
Papua New Guinea,0,4.0375E-05,0.00092989,0.002667596,0.004750592,0.007000784,0.008820958,0.01014854,0.011394195,Non-OECD Asia,
Paraguay,0,0,0,0,0,0,0,0,0,Central and South America,
Peru,0,0.000401357,0.009430606,0.027664137,0.050039466,0.075828253,0.099401883,0.118375295,0.136222857,,Central and South America
Philippines,0,0.000272605,0.006278456,0.018011142,0.032075164,0.047268068,0.059557565,0.068521161,0.076931612,,Non-OECD Asia
Poland,0,0.022426246,0.29851021,0.859624524,1.66998365,2.541448267,3.328922977,3.971398746,4.455540397,,OECD
Portugal,0,0,0.000702512,0.01075952,0.035641614,0.062791197,0.094589092,0.121361698,0.135960919,,OECD
Qatar,0,5.7468E-06,0.000132357,0.000379694,0.000676179,0.000996462,0.001255538,0.0014445,0.001621802,Middle East,
Romania,0,6.90038E-05,0.000918493,0.002644999,0.005138411,0.007819841,0.01024284,0.012219688,0.013709355,,Non-OECD Europe & Eurasia
Russia,0,0,0.022764068,0.192270427,0.563085122,1.102702938,1.782134849,2.414658194,2.886869363,,Non-OECD Europe & Eurasia
Rwanda,0,0,0,0,0,0,0,0,0,Africa,
Saint Kitts and Nevis,0,4.93068E-05,0.001158551,0.003398543,0.006147355,0.00931551,0.012211534,0.01454242,0.016734995,Central and South America,
Saint Lucia,0,1.77504E-05,0.000417078,0.001223475,0.002213048,0.003353584,0.004396152,0.005235271,0.006024598,Central and South America,
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,Central and South America,
Samoa,0,0,0,0,0,0,0,0,0,Non-OECD Asia,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,Africa,
Saudi Arabia,0,0.003616065,0.083282867,0.23891537,0.425472716,0.627004539,0.790023046,0.908923946,1.020487434,,Middle East
Senegal,0,0,0,0,0,0,0,0,0,,Africa
Serbia,0,0.000137039,0.003156197,0.00905425,0.016124272,0.023761786,0.029939749,0.034445773,0.038673729,Non-OECD Europe & Eurasia,
Seychelles,0,7.36769E-07,1.69688E-05,4.86788E-05,8.66896E-05,0.000127752,0.000160966,0.000185192,0.000207923,Africa,
Sierra Leone,0,2.78499E-05,0.000641421,0.001840057,0.003276868,0.004829008,0.00608453,0.00700027,0.0078595,Africa,
Singapore,0,0.001196514,0.02755733,0.079054311,0.140783963,0.207468494,0.261409419,0.300752341,0.337667399,,Non-OECD Asia
Slovakia,0,0.000270265,0.003597431,0.010359578,0.020125444,0.03062771,0.04011779,0.047860446,0.053694974,,OECD
Slovenia,0,0.000109256,0.001454281,0.004187914,0.008135818,0.012381415,0.01621783,0.01934784,0.021706479,,OECD
Solomon Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,
Somalia,0,9.99059E-05,0.002300969,0.00660084,0.011755114,0.017323108,0.021827043,0.02511208,0.028194396,Africa,
South Africa,0,0.005609763,0.129200437,0.370640103,0.660054862,0.972700195,1.2255981,1.410054386,1.583127816,,Africa
South Korea,0,0.00432631,0.099640789,0.285841698,0.509041522,0.750157019,0.945194647,1.08744935,1.220925471,,OECD
Spain,0,0,0.00514967,0.078871269,0.261266234,0.460282732,0.69337308,0.889626198,0.996643892,,OECD
Sri Lanka,0,4.34694E-05,0.001001159,0.002872047,0.005114688,0.007537341,0.009497017,0.010926347,0.012267473,Non-OECD Asia,
Sudan,0,3.68385E-05,0.00084844,0.002433938,0.004334482,0.006387577,0.00804832,0.009259616,0.010396164,Africa,
Suriname,0,0,0,0,0,0,0,0,0,Central and South America,
Swaziland,0,4.27326E-06,9.8419E-05,0.000282337,0.0005028,0.000740959,0.000933605,0.001074116,0.001205955,Africa,
Sweden,0,0,0.0005648,0.005052184,0.015345895,0.026345929,0.039839745,0.051502806,0.057944372,,OECD
Switzerland,0,0,0.001006942,0.009007176,0.027359095,0.046970268,0.071027423,0.091820658,0.103304865,,OECD
Syria,0,0.000687406,0.01583189,0.045417286,0.080881427,0.119192183,0.150181643,0.172784442,0.193992416,Middle East,
Tajikistan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia
Thailand,0,0.000176825,0.004072512,0.011682903,0.020805512,0.030660369,0.038631934,0.044446159,0.049901586,,Non-OECD Asia
Togo,0,0,0,0,0,0,0,0,0,Africa,
Tonga,0,0,0,0,0,0,0,0,0,Non-OECD Asia,
Trinidad and Tobago,0,0.000609431,0.014319692,0.042005987,0.075981302,0.115139706,0.150934555,0.179744306,0.206844534,Central and South America,
Tunisia,0,1.76825E-05,0.000407251,0.00116829,0.002080551,0.003066037,0.003863193,0.004444616,0.004990159,Africa,
Turkey,0,0.000184192,0.0042422,0.012169691,0.021672408,0.031937884,0.040241598,0.046298082,0.051980819,,OECD
Turkmenistan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia
Tuvalu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,
Uganda,0,0,0,0,0,0,0,0,0,,Africa
Ukraine,0,0,0.000385376,0.003254972,0.009532543,0.018667806,0.030169999,0.040878072,0.048872198,,Non-OECD Europe & Eurasia
United Arab Emirates,0,0.000578953,0.013334082,0.038251772,0.068120713,0.100387157,0.12648739,0.145524131,0.16338611,,Middle East
United Kingdom,0,0,0.029289854,0.229694122,0.676347646,1.149643544,1.741037208,2.25732954,2.543860725,,OECD
Tanzania,0,7.36769E-07,1.69688E-05,4.86788E-05,8.66896E-05,0.000127752,0.000160966,0.000185192,0.000207923,Africa,
United States,0,0.0094,0.186,0.488999,0.827882,1.147428,1.523263,1.888184,2.168792,,OECD
Uruguay,0,0.000293868,0.006904965,0.020255314,0.036638233,0.055520441,0.07278074,0.086672821,0.099740568,,Central and South America
Uzbekistan,0,0,5.43406E-05,0.000458973,0.001344152,0.002632285,0.004254171,0.005764081,0.006891306,,Non-OECD Europe & Eurasia
Vanuatu,0,2.34293E-05,0.000539608,0.001547985,0.00275673,0.004062499,0.005118731,0.005889116,0.00661196,Non-OECD Asia,
Venezuela,0,0.002780901,0.065342283,0.191677803,0.346710798,0.525394776,0.688730491,0.820192465,0.943853701,,Central and South America
Vietnam,0,3.53649E-05,0.000814502,0.002336581,0.004161102,0.006132074,0.007726387,0.008889232,0.009980317,,Non-OECD Asia
Yemen,0,0.000209243,0.004819139,0.013824769,0.024619856,0.036281436,0.045714455,0.052594621,0.05905021,Middle East,
Zambia,0,0,0,0,0,0,0,0,0,Africa,
Zimbabwe,0,0.00019156,0.004411888,0.012656478,0.022539304,0.033215399,0.041851262,0.048150005,0.054060052,Africa,
