# File: EPA_PFC_Semi.csv
# Title: EPA PFC emissions from Manufacture of Semiconductors
# Description: Gas PFCs; Sector Industrial Processes - Manufacture of Semiconductors
# Units: MtCO2e
Country,1990,1995,2000,2005,2010,2015,2020,2025,2030,Rest_of_Region,Main_Region,Secondary_Region
Congo (Kinshasa),0,0,0,0,0,0,0,0,0,,Africa,
Cook Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Costa Rica,0,0,0,0,0,0,0,0,0,Central and South America,,
Cote d'Ivoire,0,0,0,0,0,0,0,0,0,Africa,,
Croatia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Cuba,0,0,0,0,0,0,0,0,0,Central and South America,,
Cyprus,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Czech Republic,0.001795182,0.001909145,0.0020254,0.00403788,0.001412157,0.001412157,0.001412157,0.001412157,0.001412157,,OECD,EU
Denmark,0,0,0,0,0,0,0,0,0,,OECD,EU
Djibouti,0,0,0,0,0,0,0,0,0,Africa,,
Dominica,0,0,0,0,0,0,0,0,0,Central and South America,,
Dominican Republic,0,0,0,0,0,0,0,0,0,Central and South America,,
Ecuador,0,0,0,0,0,0,0,0,0,,Central and South America,OPEC
Egypt,0,0,0,0,0,0,0,0,0,,Africa,
El Salvador,0,0,0,0,0,0,0,0,0,Central and South America,,
Equatorial Guinea,0,0,0,0,0,0,0,0,0,Africa,,
Eritrea,0,0,0,0,0,0,0,0,0,Africa,,
Estonia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,EU
Ethiopia,0,0,0,0,0,0,0,0,0,,Africa,
Fiji,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Finland,0.001795182,0.001909145,0.003593396,0.001407787,0.001412157,0.001412157,0.001412157,0.001412157,0.001412157,,OECD,EU
France,0.159573698,0.256995036,0.461287211,0.2837035,0.200655041,0.200655041,0.200655041,0.200655041,0.200655041,,OECD,EU
Gabon,0,0,0,0,0,0,0,0,0,Africa,,
Gambia,0,0,0,0,0,0,0,0,0,Africa,,
Georgia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Germany,0.138055,0.189814,0.345691333,0.2487069,0.130035955,0.130035955,0.130035955,0.130035955,0.130035955,,OECD,EU
Ghana,0,0,0,0,0,0,0,0,0,Africa,,
Greece,0,0,0,0,0,0,0,0,0,,OECD,EU
Grenada,0,0,0,0,0,0,0,0,0,Central and South America,,
Guatemala,0,0,0,0,0,0,0,0,0,Central and South America,,
Guinea,0,0,0,0,0,0,0,0,0,Africa,,
Guinea-Bissau,0,0,0,0,0,0,0,0,0,Africa,,
Guyana,0,0,0,0,0,0,0,0,0,Central and South America,,
Haiti,0,0,0,0,0,0,0,0,0,Central and South America,,
Holy See,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Honduras,0,0,0,0,0,0,0,0,0,Central and South America,,
Hungary,0.001795182,0.001909145,0.003593396,0.001407787,0.001412157,0.001412157,0.001412157,0.001412157,0.001412157,,OECD,EU
Iceland,0,0,0,0,0,0,0,0,0,,OECD,
India,0.03859642,0.041046614,0.041324051,0.0436414,0.062448746,0.090995092,0.128700588,0.178828525,0.248480926,,Non-OECD Asia,
Indonesia,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Iran,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Iraq,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Ireland,0.0000931,0.075382,0.3054059,0.1683399,0.062324612,0.062324612,0.062324612,0.062324612,0.062324612,,OECD,EU
Israel,0.034108464,0.036273752,0.102411777,0.09713731,0.11144598,0.137962291,0.172634855,0.212431344,0.257373812,,OECD,
Italy,0.102325392,0.059,0.14716575,0.171803136,0.054666105,0.054666105,0.054666105,0.054666105,0.054666105,,OECD,EU
Jamaica,0,0,0,0,0,0,0,0,0,Central and South America,,
Japan,4.410762936,3.14422919,5.637073541,3.860524675,2.368179149,2.368179149,2.368179149,2.368179149,2.368179149,,OECD,
Jordan,0,0,0,0,0,0,0,0,0,,Middle East,
Kazakhstan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Kenya,0,0,0,0,0,0,0,0,0,Africa,,
Kiribati,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Kuwait,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Kyrgyzstan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Laos,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Latvia,0.007180729,0.007636579,0.010780187,0.005631148,0.005648629,0.005648629,0.005648629,0.005648629,0.005648629,,Non-OECD Europe & Eurasia,EU
Lebanon,0,0,0,0,0,0,0,0,0,Middle East,,
Lesotho,0,0,0,0,0,0,0,0,0,Africa,,
Liberia,0,0,0,0,0,0,0,0,0,Africa,,
Libya,0,0,0,0,0,0,0,0,0,Africa,,OPEC
Liechtenstein,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,#REF!,
Lithuania,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,EU
Luxembourg,0,0,0,0,0,0,0,0,0,,OECD,EU
Macedonia,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Madagascar,0,0,0,0,0,0,0,0,0,Africa,,
Malawi,0,0,0,0,0,0,0,0,0,Africa,,
Malaysia,0.003590365,0.00381829,0.007186791,0.112622968,0.130520404,0.16886536,0.214451376,0.259417052,0.307869155,Non-OECD Asia,,
Maldives,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mali,0,0,0,0,0,0,0,0,0,Africa,,
Malta,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,EU
Marshall Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Mauritania,0,0,0,0,0,0,0,0,0,Africa,,
Mauritius,0,0,0,0,0,0,0,0,0,Africa,,
Mexico,0.007180729,0.007636579,0.010780187,0,0,0,0,0,0,,OECD,
Micronesia (Federated States of),0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Moldova,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Monaco,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Mongolia,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Montenegro,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Morocco,0,0,0,0,0,0,0,0,0,Africa,,
Mozambique,0,0,0,0,0,0,0,0,0,Africa,,
Namibia,0,0,0,0,0,0,0,0,0,Africa,,
Nauru,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Nepal,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Netherlands,0.05475306,0.058228918,0.174279692,0.098545097,0.043070795,0.043070795,0.043070795,0.043070795,0.043070795,,OECD,EU
New Zealand,0,0,0,0,0,0,0,0,0,,OECD,
Nicaragua,0,0,0,0,0,0,0,0,0,Central and South America,,
Niger,0,0,0,0,0,0,0,0,0,Africa,,
Nigeria,0,0,0,0,0,0,0,0,0,,Africa,OPEC
Niue,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
North Korea,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Norway,0,0,0,0,0,0,0,0,0,,OECD,
Oman,0,0,0,0,0,0,0,0,0,Middle East,,
Pakistan,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Palau,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Panama,0,0,0,0,0,0,0,0,0,Central and South America,,
Papua New Guinea,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Paraguay,0,0,0,0,0,0,0,0,0,Central and South America,,
Peru,0,0,0,0,0,0,0,0,0,,Central and South America,
Philippines,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Poland,0,0,0,0,0,0,0,0,0,,OECD,EU
Portugal,0,0,0,0,0,0,0,0,0,,OECD,EU
Qatar,0,0,0,0,0,0,0,0,0,Middle East,,OPEC
Romania,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,EU
Russia,0.016483403,0.002532636,0.026222351,0.037108683,0.042952244,0.05468677,0.069795717,0.089078986,0.113689868,,Non-OECD Europe & Eurasia,
Rwanda,0,0,0,0,0,0,0,0,0,Africa,,
Saint Kitts and Nevis,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Lucia,0,0,0,0,0,0,0,0,0,Central and South America,,
Saint Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,Central and South America,,
Samoa,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
San Marino,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,Africa,,
Saudi Arabia,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
Senegal,0,0,0,0,0,0,0,0,0,,Africa,
Serbia,0,0,0,0,0,0,0,0,0,Non-OECD Europe & Eurasia,,
Seychelles,0,0,0,0,0,0,0,0,0,Africa,,
Sierra Leone,0,0,0,0,0,0,0,0,0,Africa,,
Singapore,0.134638673,0.143185864,0.689931975,0.612387389,0.695018836,0.87305766,1.062049414,1.268651025,1.498167559,,Non-OECD Asia,
Slovakia,0,0,0.005390094,0.012670084,0,0,0,0,0,,OECD,EU
Slovenia,0,0,0,0,0,0,0,0,0,,OECD,EU
Solomon Islands,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Somalia,0,0,0,0,0,0,0,0,0,Africa,,
South Africa,0.005385547,0.005727435,0.016170281,0.00985451,0.011128471,0.014094849,0.017988996,0.022959024,0.029302179,,Africa,
South Korea,0.648958405,0.690155866,1.764357289,1.267008391,0.808169849,0.808169849,0.808169849,0.808169849,0.808169849,,OECD,
Spain,0.017054232,0.018136876,0.023357072,0,0.013415493,0.013415493,0.013415493,0.013415493,0.013415493,,OECD,EU
Sri Lanka,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Sudan,0,0,0,0,0,0,0,0,0,Africa,,
Suriname,0,0,0,0,0,0,0,0,0,Central and South America,,
Swaziland,0,0,0,0,0,0,0,0,0,Africa,,
Sweden,0.02333737,0.00857061,0.006583365,0.008446723,0.005917498,0.005917498,0.005917498,0.005917498,0.005917498,,OECD,EU
Switzerland,0.021542188,0.022909738,0.033484394,0.00743954,0.007837583,0.008428123,0.008982395,0.009489269,0.009963445,,OECD,
Syria,0,0,0,0,0,0,0,0,0,Middle East,,
Tajikistan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Tanzania,0,0,0,0,0,0,0,0,0,Africa,,
Thailand,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Timor-Leste,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Togo,0,0,0,0,0,0,0,0,0,Africa,,
Tonga,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,Central and South America,,
Tunisia,0,0,0,0,0,0,0,0,0,Africa,,
Turkey,0,0,0,0,0,0,0,0,0,,OECD,
Turkmenistan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Tuvalu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Uganda,0,0,0,0,0,0,0,0,0,,Africa,
Ukraine,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
United Arab Emirates,0,0,0,0,0,0,0,0,0,,Middle East,OPEC
United Kingdom,0.245042385,0.260598273,0.544399449,0.401219324,0.192759458,0.192759458,0.192759458,0.192759458,0.192759458,,OECD,EU
United States,2.221161539,3.754465107,4.899322831,3.225503674,2.590226584,2.590226584,2.590226584,2.590226584,2.590226584,,OECD,
Uruguay,0,0,0,0,0,0,0,0,0,,Central and South America,
Uzbekistan,0,0,0,0,0,0,0,0,0,,Non-OECD Europe & Eurasia,
Vanuatu,0,0,0,0,0,0,0,0,0,Non-OECD Asia,,
Venezuela,0,0,0,0,0,0,0,0,0,,Central and South America,OPEC
Vietnam,0,0,0,0,0,0,0,0,0,,Non-OECD Asia,
Yemen,0,0,0,0,0,0,0,0,0,Middle East,,
Zambia,0,0,0,0,0,0,0,0,0,Africa,,
Zimbabwe,0,0,0,0,0,0,0,0,0,Africa,,
